,TRDAR_SE_C,TRDAR_SE_1,TRDAR_CD,TRDAR_CD_N,XCNTS_VALU,YDNTS_VALU,SIGNGU_CD,ADSTRD_CD,STDR_YM_CD
776,A,골목상권,1000416,은평로8길,192800,455304,11380,11380580,201810
777,A,골목상권,1000417,응암로12길,192824,454189,11380,11380600,201810
778,A,골목상권,1000418,응암로13길,192524,454427,11380,11380600,201810
779,A,골목상권,1000090,금호산길,201677,450272,11200,11200615,201810
780,A,골목상권,1000091,둘레9길,204546,448681,11200,11200650,201810
781,A,골목상권,1000092,뚝섬로5길,204500,449227,11200,11200670,201810
782,A,골목상권,1000093,마장로27길,203154,452030,11200,11200540,201810
783,A,골목상권,1000225,공릉로12가길,207273,457568,11260,11260620,201810
784,A,골목상권,1000160,자양로26길,207640,449087,11215,11215850,201810
785,A,골목상권,1000161,자양로45길,207907,450540,11215,11215770,201810
786,A,골목상권,1000863,방배로35길,198990,443655,11650,11650590,201810
787,A,골목상권,1000705,도신로60길,192637,445695,11560,11560630,201810
788,A,골목상권,1000706,도신로62길,192820,445709,11560,11560630,201810
789,A,골목상권,1000707,디지털로37길,190955,443493,11560,11560710,201810
790,A,골목상권,1000708,디지털로57길,191137,443651,11560,11560710,201810
791,A,골목상권,1000709,디지털로74길,191779,443939,11560,11560700,201810
792,A,골목상권,1000801,남현2길,197755,441786,11620,11620630,201810
793,A,골목상권,1000448,증가로20가길,192870,453469,11410,11410720,201810
794,A,골목상권,1000691,당산로46길,191550,448255,11560,11560560,201810
795,A,골목상권,1000803,남현길,197858,441593,11620,11620630,201810
796,A,골목상권,1000804,당곡길,193666,443497,11620,11620525,201810
797,A,골목상권,1000805,대학14길,194319,440645,11620,11620735,201810
798,A,골목상권,1000806,대학길,194450,440913,11620,11620735,201810
799,A,골목상권,1000807,미성5길,192465,441687,11620,11620765,201810
800,A,골목상권,1000940,거마로20길,213132,444332,11710,11710550,201810
801,A,골목상권,1000419,응암로14길,192904,454501,11380,11380600,201810
802,A,골목상권,1000420,응암로22길,192956,454877,11380,11380600,201810
803,A,골목상권,1000397,수색로18길,190709,453892,11380,11380650,201810
804,A,골목상권,1000079,한강대로43길,197274,448011,11170,11170625,201810
805,A,골목상권,1000025,통일로12길,196599,452806,11110,11110580,201810
806,A,골목상권,1000864,방배로42길,199152,443890,11650,11650590,201810
807,A,골목상권,1000865,사임당로17길,201576,443742,11650,11650510,201810
808,A,골목상권,1000866,사평대로22길,199756,444289,11650,11650581,201810
809,A,골목상권,1000433,통일로87길,192815,458255,11380,11380551,201810
810,A,골목상권,1000434,통일로92길,193107,458384,11380,11380530,201810
811,A,골목상권,1000408,연서로34길,193716,457984,11380,11380530,201810
812,A,골목상권,1000840,양산길,194016,441584,11620,11620745,201810
813,A,골목상권,1000640,도림로12길,190182,443035,11530,11530540,201810
814,A,골목상권,1000604,화곡로20길,185416,448818,11500,11500540,201810
815,A,골목상권,1000605,화곡로31길,185914,449435,11500,11500615,201810
816,A,골목상권,1000606,화곡로44나길,186639,449945,11500,11500591,201810
817,A,골목상권,1000607,화곡로59길,186712,450571,11500,11500591,201810
818,A,골목상권,1000608,화곡로64길,187262,450720,11500,11500520,201810
819,A,골목상권,1000710,선유로55길,190842,448691,11560,11560620,201810
820,A,골목상권,1000711,선유서로24길,190127,447094,11560,11560610,201810
821,A,골목상권,1000949,백제고분로39길,209213,445177,11710,11710600,201810
822,A,골목상권,1000950,백제고분로42길,209766,445037,11710,11710580,201810
823,A,골목상권,1000951,백제고분로45길,209684,445610,11710,11710580,201810
824,A,골목상권,1000952,백제고분로46길,210118,445351,11710,11710580,201810
825,A,골목상권,1000953,백제고분로50길,210383,445985,11710,11710562,201810
826,A,골목상권,1000954,삼전로13길,207717,445242,11710,11710650,201810
827,A,골목상권,1000912,봉은사로109길,205464,446454,11680,11680580,201810
828,A,골목상권,1000026,평창길,197845,456978,11110,11110560,201810
829,A,골목상권,1000027,필운대로1길,197051,453169,11110,11110530,201810
830,A,골목상권,1000458,광성로6길,194578,449861,11440,11440630,201810
831,A,골목상권,1000459,대흥로21길,194970,450521,11440,11440600,201810
832,A,골목상권,1000087,후암로28길,198209,449963,11170,11170510,201810
833,A,골목상권,1000111,송정12라길,206021,450206,11200,11200720,201810
834,A,골목상권,1000112,송정4가길,205707,449942,11200,11200720,201810
835,A,골목상권,1000113,아차산로11길,205275,449569,11200,11200690,201810
836,A,골목상권,1000114,아차산로15길,205575,449536,11200,11200690,201810
837,A,골목상권,1000115,아차산로5길,204680,449891,11200,11200690,201810
838,A,골목상권,1000116,왕십리로14길,204042,449995,11200,11200660,201810
839,A,골목상권,1000117,왕십리로21길,202778,451092,11200,11200560,201810
840,A,골목상권,1000775,장승배기로10길,194792,445005,11590,11590540,201810
841,A,골목상권,1000642,디지털로27길,190289,442719,11530,11530595,201810
842,A,골목상권,1000643,디지털로32가길,190975,442372,11530,11530540,201810
843,A,골목상권,1000644,디지털로32길,191191,442651,11530,11530540,201810
844,A,골목상권,1000645,부일로11길,185004,444272,11530,11530790,201810
845,A,골목상권,1000646,부일로15길,185268,443877,11530,11530790,201810
846,A,골목상권,1000745,만양로14길,195350,445816,11590,11590510,201810
847,A,골목상권,1000713,선유서로28길,190103,447239,11560,11560610,201810
848,A,골목상권,1000776,장승배기로19길,194549,445391,11590,11590520,201810
849,A,골목상권,1000777,장승배기로27길,194573,445741,11590,11590520,201810
850,A,골목상권,1000778,흑석로13길,196448,445595,11590,11590605,201810
851,A,골목상권,1000779,흑석로9길,196297,445389,11590,11590605,201810
852,A,골목상권,1000886,강남대로118길,202485,445404,11680,11680521,201810
853,A,골목상권,1000887,강남대로136길,202160,445961,11680,11680521,201810
854,A,골목상권,1000888,강남대로140길,201984,446133,11680,11680521,201810
855,A,골목상권,1000811,봉천로13길,193935,443528,11620,11620525,201810
856,A,골목상권,1000004,명륜길,199558,454351,11110,11110650,201810
857,A,골목상권,1000005,백석동길,197153,455283,11110,11110550,201810
858,A,골목상권,1000287,오패산로3길,203102,456349,11290,11290715,201810
859,A,골목상권,1000432,통일로78길,193459,457694,11380,11380530,201810
860,A,골목상권,1000195,장한로14길,206167,451791,11230,11230650,201810
861,A,골목상권,1000085,회나무로13길,199187,449028,11170,11170660,201810
862,A,골목상권,1000086,효창원로39길,196312,448724,11170,11170590,201810
863,A,골목상권,1000196,장한로25길,206031,452501,11230,11230650,201810
864,A,골목상권,1000134,긴고랑로7길,207035,451805,11215,11215740,201810
865,A,골목상권,1000135,긴고랑로8길,206819,451375,11215,11215740,201810
866,A,골목상권,1000136,긴고랑로9길,207283,451745,11215,11215760,201810
867,A,골목상권,1000585,등촌로39길,187657,449634,11500,11500530,201810
868,A,골목상권,1000586,등촌로51길,187730,449955,11500,11500530,201810
869,A,골목상권,1000587,등촌로55길,187760,450099,11500,11500530,201810
870,A,골목상권,1000588,등촌로5길,187854,448269,11500,11500570,201810
871,A,골목상권,1000589,방화대로21길,183464,451496,11500,11500620,201810
872,A,골목상권,1000590,방화대로6라길,183911,450624,11500,11500620,201810
873,A,골목상권,1000574,공항대로38길,185900,450930,11500,11500615,201810
874,A,골목상권,1000575,공항대로42길,186172,450855,11500,11500615,201810
875,A,골목상권,1000692,대림로22길,191481,443951,11560,11560700,201810
876,A,골목상권,1000693,대림로29길,190906,443916,11560,11560720,201810
877,A,골목상권,1000694,대림로31길,190841,444186,11560,11560720,201810
878,A,골목상권,1000695,대림로34길,191157,444470,11560,11560720,201810
879,A,골목상권,1000696,대림로44길,191007,444782,11560,11560720,201810
880,A,골목상권,1000550,화곡로3길,184760,449103,11470,11470600,201810
881,A,골목상권,1000551,화곡로4길,184811,448729,11470,11470600,201810
882,A,골목상권,1000321,도봉로18길,202695,457873,11305,11305545,201810
883,A,골목상권,1000322,도봉로45길,202226,458286,11305,11305535,201810
884,A,골목상권,1000323,도봉로67길,201962,458908,11305,11305535,201810
885,A,골목상권,1000324,도봉로76길,202235,459287,11305,11305535,201810
886,A,골목상권,1000325,도봉로8길,202879,456817,11305,11305545,201810
887,A,골목상권,1000421,응암로34길,193069,455315,11380,11380580,201810
888,A,골목상권,1000461,도화4길,195659,448858,11440,11440585,201810
889,A,골목상권,1000162,자양로50길,208337,450274,11215,11215860,201810
890,A,골목상권,1000163,자양로53길,207975,450732,11215,11215770,201810
891,A,골목상권,1000164,자양번영로3길,206499,448000,11215,11215840,201810
892,A,골목상권,1000165,천호대로109길,207232,450940,11215,11215750,201810
893,A,골목상권,1000166,천호대로123길,207708,450737,11215,11215750,201810
894,A,골목상권,1000132,광나루로52길,208131,449003,11215,11215870,201810
895,A,골목상권,1000301,종암로19길,202829,455387,11290,11290705,201810
896,A,골목상권,1000854,동광로1길,198578,443894,11650,11650590,201810
897,A,골목상권,1000449,증가로23나길,192329,453366,11410,11410720,201810
898,A,골목상권,1000450,증가로6길,193630,453172,11410,11410685,201810
899,A,골목상권,1000451,충정로4길,196844,451252,11410,11410565,201810
900,A,골목상권,1000452,충정로6길,197106,451476,11410,11410565,201810
901,A,골목상권,1000453,통일로11길,196660,452192,11410,11410520,201810
902,A,골목상권,1000454,통일로37길,195100,454161,11410,11410620,201810
903,A,골목상권,1000455,통일로39길,194935,454243,11410,11410620,201810
904,A,골목상권,1000456,홍연길,193814,452925,11410,11410615,201810
905,A,골목상권,1000457,홍제내길,194424,454124,11410,11410620,201810
906,A,골목상권,1000485,성지3길,192517,449670,11440,11440680,201810
907,A,골목상권,1000486,숭문8길,195328,450239,11440,11440610,201810
908,A,골목상권,1000487,숭문길,195188,449855,11440,11440610,201810
909,A,골목상권,1000462,도화길,195575,449041,11440,11440585,201810
910,A,골목상권,1000463,독막로22길,193717,449710,11440,11440655,201810
911,A,골목상권,1000464,독막로32길,194462,449593,11440,11440630,201810
912,A,골목상권,1000465,독막로8길,192751,449724,11440,11440680,201810
913,A,골목상권,1000466,동교로17길,192533,450801,11440,11440660,201810
914,A,골목상권,1000001,계동길,198799,453610,11110,11110600,201810
915,A,골목상권,1000002,난계로27길,201996,452630,11110,11110710,201810
916,A,골목상권,1000003,돈화문로11가길,198977,452902,11110,11110615,201810
917,A,골목상권,1000409,연서로3길,192240,455869,11380,11380625,201810
918,A,골목상권,1000410,연서로41길,193548,458403,11380,11380530,201810
919,A,골목상권,1000393,갈현로7길,191903,456014,11380,11380625,201810
920,A,골목상권,1000394,불광천길,192607,454963,11380,11380600,201810
921,A,골목상권,1000395,서오릉로21길,191844,457148,11380,11380560,201810
922,A,골목상권,1000396,서오릉로8길,193253,456612,11380,11380570,201810
923,A,골목상권,1000985,암사길,212002,450265,11740,11740570,201810
924,A,골목상권,1000788,낙성대역길,196707,441745,11620,11620625,201810
925,A,골목상권,1000789,난곡로24길,193057,440995,11620,11620775,201810
926,A,골목상권,1000790,난곡로26길,193163,441178,11620,11620775,201810
927,A,골목상권,1000791,난곡로34길,193013,441433,11620,11620775,201810
928,A,골목상권,1000792,난곡로74길,192478,442989,11620,11620685,201810
929,A,골목상권,1000913,봉은사로29길,203136,445611,11680,11680531,201810
930,A,골목상권,1000914,봉은사로43길,203577,445706,11680,11680531,201810
931,A,골목상권,1000915,봉은사로57길,203931,445998,11680,11680590,201810
932,A,골목상권,1000916,봉은사로68길,204570,445682,11680,11680590,201810
933,A,골목상권,1000917,삼성로115길,204361,446081,11680,11680590,201810
934,A,골목상권,1000918,삼성로147길,204120,446965,11680,11680565,201810
935,A,골목상권,1000919,삼성로57길,205182,444195,11680,11680600,201810
936,A,골목상권,1000652,중앙로15길,187176,445281,11530,11530730,201810
937,D,발달상권,1001034,서울 서초구 방배역,199778,442583,11650,11650600,201810
938,D,발달상권,1001035,매봉역,203846,442852,11680,11680656,201810
939,D,발달상권,1001036,문정역,210941,442966,11710,11710641,201810
940,D,발달상권,1001037,양재역,203187,442939,11680,11680655,201810
941,D,발달상권,1001072,신대방삼거리역,193642,444386,11590,11590550,201810
942,D,발달상권,1001063,교대역_4,201323,444027,11650,11650531,201810
943,D,발달상권,1001064,대림역_1,190345,444047,11530,11530550,201810
944,D,발달상권,1001065,은마아파트입구사거리_1,205353,444275,11680,11680600,201810
945,D,발달상권,1001124,서울 영등포구 영등포시장역,191958,446744,11560,11560535,201810
946,D,발달상권,1001125,학동사거리_2,203575,446995,11680,11680565,201810
947,D,발달상권,1001126,서울 양천구 신정네거리역_2,187064,446916,11470,11470650,201810
948,D,발달상권,1001127,서울 영등포구 여의도역_1,193742,446787,11560,11560540,201810
949,D,발달상권,1001128,청담사거리_1,204125,447117,11680,11680565,201810
950,D,발달상권,1001129,청담사거리_2,204327,447143,11680,11680565,201810
951,D,발달상권,1001130,청담역_1,204858,447001,11680,11680565,201810
952,D,발달상권,1001131,청담역_2,204988,447072,11680,11680565,201810
953,D,발달상권,1001132,영등포유통상가,190602,447016,11560,11560550,201810
954,D,발달상권,1001133,청담사거리_3,204373,447292,11680,11680565,201810
955,D,발달상권,1001134,서울 영등포구 여의도역_2,193429,447136,11560,11560540,201810
956,R,전통시장,1001378,아현가구거리상점가,196360,450913,11410,11410555,201810
957,R,전통시장,1001430,영등포전통시장,191635,446406,11560,11560535,201810
958,R,전통시장,1001431,영등포청과시장,191226,446889,11560,11560550,201810
959,R,전통시장,1001432,도림시장,191023,445601,11560,11560585,201810
960,R,전통시장,1001433,영일시장,191256,446439,11560,11560605,201810
961,R,전통시장,1001434,양남시장,190382,447047,11560,11560610,201810
962,R,전통시장,1001435,대신시장,192714,445736,11560,11560630,201810
963,R,전통시장,1001436,사러가시장,192020,445204,11560,11560650,201810
964,R,전통시장,1001455,봉일시장,194578,442936,11620,11620605,201810
965,R,전통시장,1001456,봉천현대시장,195277,443012,11620,11620605,201810
966,R,전통시장,1001457,봉천중앙시장,195973,442763,11620,11620615,201810
967,R,전통시장,1001458,인헌시장,196972,441674,11620,11620625,201810
968,A,골목상권,1000302,종암로21길,202811,455713,11290,11290705,201810
969,A,골목상권,1000259,용마산로94길,208730,454300,11260,11260575,201810
970,A,골목상권,1000260,중랑천로10길,206578,454669,11260,11260520,201810
971,A,골목상권,1000261,길음로7길,202021,456036,11290,11290660,201810
972,A,골목상권,1000262,돌곶이로14길,205457,456535,11290,11290810,201810
973,A,골목상권,1000263,돌곶이로22길,205266,456739,11290,11290810,201810
974,A,골목상권,1000402,연서로17길,192461,457107,11380,11380552,201810
975,D,발달상권,1001135,신사동 가로수길,202127,446882,11680,11680510,201810
976,D,발달상권,1001136,오목교역,188955,447314,11470,11470510,201810
977,D,발달상권,1001137,서울 강동구 둔촌동역,211888,447413,11740,11740660,201810
978,D,발달상권,1001138,압구정 로데오거리_1,203788,447314,11680,11680565,201810
979,D,발달상권,1001139,서울 영등포구 영등포구청역,190942,447395,11560,11560550,201810
980,D,발달상권,1001140,서울 강남구 압구정역,202703,447288,11680,11680545,201810
981,D,발달상권,1001233,서울 종로구 종로3가역_3,199463,452688,11110,11110615,201810
982,D,발달상권,1001234,서울 종로구 경복궁역_1,197440,453033,11110,11110530,201810
983,D,발달상권,1001235,서울 종로구 안국역_1,198836,453194,11110,11110600,201810
984,D,발달상권,1001236,서울 종로구 안국역_2,198614,453102,11110,11110540,201810
985,D,발달상권,1001237,서울 종로구 경복궁역_2,197617,453100,11110,11110530,201810
986,D,발달상권,1001238,서울 동대문구 청량리역,204139,453462,11230,11230560,201810
987,D,발달상권,1001239,디지털미디어시티,190290,453427,11440,11440740,201810
988,D,발달상권,1001240,혜화역 대학로_1,200277,453642,11110,11110640,201810
989,R,전통시장,1001459,신원시장,193564,442580,11620,11620655,201810
990,R,전통시장,1001392,동진시장,193533,451424,11440,11440710,201810
991,R,전통시장,1001393,마포농수산물시장,190850,451572,11440,11440730,201810
992,R,전통시장,1001379,인왕시장,194990,454594,11410,11410640,201810
993,R,전통시장,1001380,포방터시장,195491,455485,11410,11410660,201810
994,R,전통시장,1001381,모래내시장,192532,452364,11410,11410690,201810
995,R,전통시장,1001382,백련시장,193208,453050,11410,11410700,201810
996,R,전통시장,1001383,공덕시장,195838,449448,11440,11440555,201810
997,R,전통시장,1001384,마포시장,195866,449517,11440,11440555,201810
998,R,전통시장,1001385,아현시장,196013,450782,11440,11440555,201810
999,R,전통시장,1001386,신수시장,194285,449529,11440,11440630,201810
1000,R,전통시장,1001387,서교시장,193067,450433,11440,11440660,201810
1001,R,전통시장,1001388,영진시장,192299,450437,11440,11440660,201810
1002,R,전통시장,1001389,합정시장,192331,449862,11440,11440680,201810
1003,R,전통시장,1001390,망원시장,191700,450757,11440,11440690,201810
1004,A,골목상권,1000074,청파로47나길,197173,449736,11170,11170555,201810
1005,A,골목상권,1000075,청파로71길,197088,449997,11170,11170555,201810
1006,A,골목상권,1000076,청파로73길,197110,450285,11170,11170555,201810
1007,A,골목상권,1000159,자양로15길,207186,448484,11215,11215820,201810
1008,A,골목상권,1000125,한림말3길,201433,449279,11200,11200645,201810
1009,A,골목상권,1000126,한림말길,201180,449048,11200,11200645,201810
1010,A,골목상권,1000127,광나루로12길,206073,449751,11215,11215710,201810
1011,D,발달상권,1001141,압구정 로데오거리_2,203288,447403,11680,11680545,201810
1012,D,발달상권,1001142,국회의사당역_1,192692,447554,11560,11560540,201810
1013,D,발달상권,1001143,서울 용산구 신용산역,197315,447811,11170,11170625,201810
1014,D,발달상권,1001144,국회의사당역_2,192947,447754,11560,11560540,201810
1015,D,발달상권,1001145,용산 전자상가_1,196497,447798,11170,11170625,201810
1016,D,발달상권,1001146,용산구청,199141,448098,11170,11170650,201810
1017,D,발달상권,1001147,용산 전자상가_2,196988,448177,11170,11170625,201810
1018,D,발달상권,1001148,목동사거리,187986,448119,11470,11470540,201810
1019,D,발달상권,1001149,한남오거리,200551,448182,11170,11170685,201810
1020,D,발달상권,1001241,혜화역 대학로_2,199884,453809,11110,11110650,201810
1021,D,발달상권,1001242,혜화역 대학로_3,200023,453715,11110,11110650,201810
1022,D,발달상권,1001243,서울 성북구 안암역,202618,454030,11290,11290600,201810
1023,D,발달상권,1001244,경희대학교,204609,454758,11230,11230710,201810
1024,D,발달상권,1001245,서울 성북구 성신여대입구역,201566,454637,11290,11290575,201810
1025,D,발달상권,1001246,미아사거리_1,202631,456413,11290,11290715,201810
1026,D,발달상권,1001204,서울 중구 을지로3가역_1,199308,451766,11140,11140605,201810
1027,D,발달상권,1001205,동대문역사문화공원역,200426,451788,11140,11140590,201810
1028,D,발달상권,1001157,서울 강동구 천호역_1,211139,448643,11740,11740650,201810
1029,R,전통시장,1001391,망원월드컵시장,191642,450960,11440,11440700,201810
1030,R,전통시장,1001403,신월7동골목시장,185257,447058,11470,11470611,201810
1031,R,전통시장,1001404,신정제일시장,187123,446835,11470,11470620,201810
1032,R,전통시장,1001405,신정2동골목시장,189085,446859,11470,11470630,201810
1033,R,전통시장,1001406,신정3동골목시장,187005,446592,11470,11470640,201810
1034,R,전통시장,1001394,목2동시장,188801,449649,11470,11470520,201810
1035,R,전통시장,1001395,목3동시장,188065,449908,11470,11470530,201810
1036,R,전통시장,1001271,동묘시장,201645,452549,11110,11110710,201810
1037,R,전통시장,1001359,창동신창시장,203266,460010,11320,11320512,201810
1038,R,전통시장,1001360,창동골목시장,203458,459884,11320,11320513,201810
1039,R,전통시장,1001361,신도봉시장,203671,463403,11320,11320521,201810
1040,A,골목상권,1000403,연서로21길,192548,457302,11380,11380552,201810
1041,A,골목상권,1000404,연서로27길,192672,457591,11380,11380552,201810
1042,A,골목상권,1000405,연서로28길,193069,457405,11380,11380570,201810
1043,A,골목상권,1000406,연서로29길,192727,457882,11380,11380551,201810
1044,A,골목상권,1000407,연서로33길,193322,458034,11380,11380530,201810
1045,A,골목상권,1000425,증산로21길,192270,455209,11380,11380631,201810
1046,A,골목상권,1000047,퇴계로56길,200427,451429,11140,11140580,201810
1047,D,발달상권,1001150,서울 용산구 이태원역,199532,448274,11170,11170650,201810
1048,D,발달상권,1001151,용산 전자상가_3,196249,448167,11170,11170570,201810
1049,D,발달상권,1001152,서울 광진구 강변역,208480,448480,11215,11215870,201810
1050,D,발달상권,1001153,당산역_1,191112,448327,11560,11560620,201810
1051,D,발달상권,1001154,용산 전자상가_4,196450,448406,11170,11170560,201810
1052,D,발달상권,1001155,용산 전자상가_5,196870,448350,11170,11170560,201810
1053,D,발달상권,1001156,서울 강동구 길동역,212214,448512,11740,11740685,201810
1054,D,발달상권,1001120,도산공원사거리_1,202754,446796,11680,11680545,201810
1055,D,발달상권,1001158,당산역_2,191236,448444,11560,11560560,201810
1056,D,발달상권,1001159,서울 강동구 천호역,210869,448764,11710,11710510,201810
1057,D,발달상권,1001209,서울시청,198186,452033,11140,11140550,201810
1058,D,발달상권,1001210,시청역_2,197473,451652,11140,11140520,201810
1059,D,발달상권,1001211,동대문시장_1,200608,451974,11140,11140590,201810
1060,D,발달상권,1001212,서대문구 서대문역_1,196996,452052,11110,11110580,201810
1061,D,발달상권,1001213,종각역 젊음의 거리,198718,452194,11110,11110615,201810
1062,D,발달상권,1001214,종각역,198333,452228,11110,11110615,201810
1063,D,발달상권,1001215,서울 종로구 광화문역_1,197778,452176,11110,11110530,201810
1064,D,발달상권,1001216,서울 종로구 종로3가역_1,199114,452190,11110,11110615,201810
1065,R,전통시장,1001362,백운시장,201351,461795,11320,11320660,201810
1066,R,전통시장,1001363,쌍문역골목시장,202874,460978,11320,11320680,201810
1067,R,전통시장,1001364,방학동도깨비시장,203126,462853,11320,11320700,201810
1068,R,전통시장,1001365,공릉동도깨비시장,206701,458084,11350,11350595,201810
1069,R,전통시장,1001366,상계시장,206869,462814,11350,11350665,201810
1070,R,전통시장,1001367,상계중앙시장,206176,462240,11350,11350670,201810
1071,R,전통시장,1001399,경창시장,186077,447263,11470,11470570,201810
1072,R,전통시장,1001400,신월3동골목시장,184671,448280,11470,11470580,201810
1073,R,전통시장,1001401,신곡종합시장,186312,446560,11470,11470610,201810
1074,R,전통시장,1001402,신월6동골목시장,186084,446518,11470,11470610,201810
1075,R,전통시장,1001481,명일골목시장,212839,449977,11740,11740530,201810
1076,A,골목상권,1000128,광나루로24길,206710,449552,11215,11215710,201810
1077,A,골목상권,1000129,광나루로36길,207619,449373,11215,11215850,201810
1078,A,골목상권,1000130,광나루로37길,207767,449577,11215,11215860,201810
1079,A,골목상권,1000131,광나루로40길,207877,449283,11215,11215850,201810
1080,A,골목상권,1000048,퇴계로8길,198144,450792,11140,11140540,201810
1081,A,골목상권,1000049,퇴계로90길,201942,451573,11140,11140650,201810
1082,A,골목상권,1000050,녹사평대로11길,199398,446921,11170,11170690,201810
1083,A,골목상권,1000051,녹사평대로26길,199334,448029,11170,11170650,201810
1084,D,발달상권,1001121,영등포역_3,191453,446631,11560,11560535,201810
1085,D,발달상권,1001122,여의도 시범아파트앞,194576,446617,11560,11560540,201810
1086,D,발달상권,1001081,서울 강남구 역삼역_2,203463,444856,11680,11680640,201810
1087,D,발달상권,1001160,서울 광진구 구의역,207558,448724,11215,11215850,201810
1088,D,발달상권,1001161,건대입구역,206329,448779,11215,11215840,201810
1089,D,발달상권,1001162,서울 광진구 건대입구역_1,206000,448951,11215,11215847,201810
1090,D,발달상권,1001163,서울 강동구 천호역_2,211211,448887,11740,11740610,201810
1091,D,발달상권,1001164,서울 마포구 마포역_1,195356,448929,11440,11440585,201810
1092,D,발달상권,1001193,장한평역_1,205885,451406,11230,11230650,201810
1093,D,발달상권,1001194,서울 강서구 발산역,185865,451139,11500,11500535,201810
1094,D,발달상권,1001195,왕십리역_2,203050,451472,11200,11200535,201810
1095,D,발달상권,1001196,시청역_1,197665,451342,11140,11140520,201810
1096,D,발달상권,1001247,미아사거리_2,202513,456475,11290,11290685,201810
1097,D,발달상권,1001248,서울 은평구 불광역_1,193762,456659,11380,11380570,201810
1098,D,발달상권,1001218,동대문시장_2,200259,452311,11110,11110630,201810
1099,D,발달상권,1001219,서울 종로구 동대문역_1,200917,452495,11110,11110680,201810
1100,D,발달상권,1001249,서울 은평구 불광역_2,193889,456757,11380,11380520,201810
1101,D,발달상권,1001250,서울 은평구 불광역_3,193688,456829,11380,11380570,201810
1102,R,전통시장,1001343,장위전통시장,204521,456885,11290,11290770,201810
1103,R,전통시장,1001344,번동시장,204237,457970,11290,11290780,201810
1104,R,전통시장,1001345,새석관시장,204651,456516,11290,11290810,201810
1105,R,전통시장,1001346,석관시장,205334,456601,11290,11290810,201810
1106,R,전통시장,1001347,석관황금시장,205476,456688,11290,11290810,201810
1107,R,전통시장,1001352,번동북부골목시장,202653,459583,11305,11305590,201810
1108,R,전통시장,1001353,수유전통시장,202012,459062,11305,11305610,201810
1109,R,전통시장,1001342,밤나무골시장,203138,456580,11290,11290715,201810
